Time [h];Ambient Temperature Memprechtshofen 2022 [°C];Daily water temperature of Rhine River at Iffezheim 2022 [°C];FWN-NEU: Vorlauftemperatur [°C];FWN-NEU: Rücklauftemperatur [°C];Heat Demand in [MWh]
1;11.5;7.8;87.22955787;56.41358947;27.39026406
2;11.4;7.8;87.59695292;56.6194393;26.33867226
3;11.6;7.8;88.29818938;56.76688425;25.80072222
4;11.5;7.8;89.01327618;56.86272924;25.10190654
5;11.4;7.8;89.72836298;56.95857423;25.45278852
6;11.3;7.8;90.39608443;57.05441922;27.00295731
7;11.1;7.8;90.55730456;57.15026421;23.59500628
8;11.1;7.8;90.5815627;57.22448482;23.90615334
9;10.9;7.8;90.24505528;57.00139833;24.67134062
10;11.1;7.8;88.86623752;56.68362667;24.27394354
11;11.3;7.8;87.71622058;56.36949386;25.58647618
12;11.2;7.8;87.13717222;56.33550332;23.79171906
13;11.4;7.8;86.57268115;56.47695051;26.28550528
14;11.7;7.8;86.35380529;56.6183977;27.7327791
15;11.4;7.8;87.06779562;56.75984489;24.64024585
16;11.1;7.8;86.34774148;56.90129208;24.98299369
17;10.7;7.8;86.32659742;57.00879591;26.2160535
18;10.5;7.8;87.10216086;56.65116864;25.30938902
19;10.3;7.8;87.71163769;56.14570593;23.41533843
20;9.4;7.8;87.46271228;55.89531554;23.14505444
21;8.3;7.8;87.08913466;56.08816274;22.88450327
22;7.9;7.8;86.71555703;56.28896722;22.79203954
23;7.6;7.8;86.35021929;56.4897717;22.349162
24;6.9;7.8;86.75287991;56.69057618;21.70558591
25;7;7.7;87.65793734;56.89138067;19.36637335
26;6.5;7.7;88.56299478;57.09218515;17.82602704
27;6.8;7.7;89.46805221;57.29298963;17.71133741
28;7.3;7.7;90.33216923;57.3583404;21.20580114
29;7.4;7.7;90.72410067;57.20478592;19.51757317
30;8.4;7.7;90.90315897;57.04824403;22.24637173
31;8.9;7.7;90.11810993;56.89170215;23.19635024
32;9.3;7.7;89.04672166;56.73516027;21.32386077
33;9.2;7.7;87.96010454;56.57861838;24.27184946
34;9.8;7.7;87.82370344;56.40690704;22.38864634
35;10.4;7.7;88.2421209;56.17908627;25.58019939
36;11;7.7;88.50103881;55.94601697;23.6833131
37;11.2;7.7;87.83586756;55.71294766;25.0841074
38;11.6;7.7;87.79199227;55.47987836;25.34255734
39;11.3;7.7;87.60960532;55.31987835;25.25252079
40;11.7;7.7;87.12197456;55.46087643;25.62295473
41;11.2;7.7;86.43199743;55.63450042;26.23610357
42;10.3;7.7;87.93262606;55.75755204;24.37239956
43;9.6;7.7;90.53364037;55.80652671;24.5826542
44;9.5;7.7;89.76807624;55.85485563;22.38441323
45;9.5;7.7;88.92224868;55.90318454;23.26730586
46;9.4;7.7;88.07642113;55.95151345;24.38572461
47;9;7.7;87.23059357;55.99984236;20.98122414
48;9.4;7.7;86.47782187;56.07402749;24.44749541
49;9.6;7.8;87.05266351;56.35701455;24.23985397
50;9.6;7.8;88.08075657;56.6183767;24.96005375
51;8.1;7.8;89.11949034;56.5165133;21.76066146
52;7.3;7.8;90.15822411;56.36033969;21.7214162
53;7.2;7.8;90.77491523;56.20416607;18.58371778
54;7.4;7.8;90.40139557;56.05196253;20.47187981
55;7.8;7.8;89.97732257;55.92151972;21.52395582
56;7.4;7.8;89.36482381;55.79438079;20.04208253
57;6.9;7.8;88.87848442;55.66724187;20.91045932
58;8;7.8;88.6956529;55.54010294;20.0915787
59;8.4;7.8;88.26163492;55.41296401;20.13075071
60;9;7.8;87.98564839;55.28582508;21.99973844
61;8.9;7.8;87.70966186;55.15868616;22.97371985
62;9;7.8;87.43357614;55.0951143;22.47355088
63;9.1;7.8;88.26994187;55.36906201;20.88620923
64;8.7;7.8;86.59668086;55.6925328;20.39034642
65;7.7;7.8;88.44509791;56.01600358;19.54572957
66;8;7.8;88.54322374;55.35534639;19.71696064
67;7.8;7.8;88.98330581;53.72778191;20.42331322
68;7.5;7.8;88.04330993;54.09816011;21.7563587
69;6.8;7.8;87.47822635;54.70692539;17.73632446
70;6.4;7.8;87.28626261;55.09783095;19.74736664
71;6.2;7.8;87.51866195;55.41605655;17.46209584
72;6.1;7.8;88.19038357;55.73428215;17.40414346
73;6.8;7.7;88.8646173;56.05250775;20.78346861
74;7.1;7.7;89.32923838;56.37073335;21.70136529
75;7.1;7.7;89.17998218;56.68895895;18.67145469
76;6.9;7.7;89.88670461;57.00718455;20.60954641
77;7;7.7;90.69926281;57.32091168;21.75788371
78;6.8;7.7;90.60361774;57.57425118;21.10945588
79;6.6;7.7;92.86466111;57.78272047;20.41836913
80;6.3;7.7;92.36191477;57.64176024;20.03005408
81;6.4;7.7;91.48366391;57.39082958;20.6650824
82;6.6;7.7;90.86395467;57.13989891;20.7623684
83;6.6;7.7;90.31313508;56.88896825;20.46261198
84;6.8;7.7;89.76231548;56.63803759;19.54814204
85;6.7;7.7;89.21149589;56.38710692;18.99997632
86;5.9;7.7;88.74009393;56.13617626;18.37451414
87;5.5;7.7;88.40742844;55.91021453;17.33334739
88;5;7.7;88.07730068;55.75769993;16.15483438
89;4.8;7.7;87.77072877;55.60996514;18.08252939
90;4.5;7.7;87.48578559;55.46223035;18.61424656
91;4.4;7.7;86.89487996;55.31449555;16.25538858
92;4.4;7.7;86.92926383;55.16676076;14.84826486
93;4.3;7.7;87.15070299;55.02010744;15.26669728
94;4.7;7.7;87.37214216;55.05628557;18.63688918
95;4.6;7.7;87.59358133;55.22612256;16.57421347
96;4.8;7.7;88.13106223;55.39595956;16.06280688
97;4.6;7.4;89.07841883;55.56579656;17.64295383
98;4.6;7.4;90.02745489;55.73563356;18.66697724
99;4.6;7.4;90.97649095;55.90547055;15.12911316
100;4.6;7.4;91.92552701;56.07530755;17.76107838
101;4.8;7.4;92.87456307;56.18476775;18.57138105
102;2.1;7.4;93.75998269;56.1304292;12.87128578
103;0.8;7.4;93.5022503;56.06689904;13.2139494
104;0.3;7.4;92.82131074;56.00336888;12.97626345
105;0.1;7.4;91.68613715;55.93983872;9.68370166
106;0.1;7.4;90.08136865;55.87630856;12.19488793
107;0.7;7.4;89.02593371;55.8127784;12.17693408
108;1.7;7.4;86.63739842;55.74924825;11.69408919
109;1.8;7.4;86.88775817;55.69081358;11.80212701
110;1.6;7.4;86.69643213;55.64604927;14.62708677
111;1.8;7.4;87.37248687;55.60203582;14.01582502
112;0.9;7.4;88.17827616;55.55802236;12.81668972
113;1.1;7.4;88.04993685;55.51400891;12.21389426
114;1.6;7.4;87.14760467;55.46999546;13.94560859
115;2;7.4;87.50620426;55.425982;12.27017273
116;2;7.4;88.10718674;55.38196855;12.89026647
117;2.1;7.4;88.70816923;55.38650083;13.2342452
118;2;7.4;89.30915171;55.51738303;13.92101577
119;2.3;7.4;89.9101342;55.65480388;12.72424028
120;2.2;7.4;90.51820291;55.79222473;12.42830447
121;2.7;7.2;91.29070099;55.92964559;13.21404192
122;2.9;7.2;92.13213468;56.06706644;16.72831897
123;2.1;7.2;92.97356838;56.20448729;12.05699597
124;1.8;7.2;93.81500207;56.34190814;12.28896078
125;1.8;7.2;94.65643577;56.3686246;14.83232629
126;0.2;7.2;95.04867194;56.14158146;9.783290304
127;-0.5;7.2;94.68993533;55.90454274;9.891728281
128;-1.3;7.2;94.0207698;55.66750403;8.236269456
129;-1.5;7.2;93.32347678;55.43046531;11.09606562
130;-0.9;7.2;92.62618375;55.20858619;8.962299171
131;-0.2;7.2;91.68233082;55.18929074;11.70047818
132;0;7.2;90.45438308;55.23340362;9.285299221
133;0.9;7.2;89.22608486;55.27751651;11.5127901
134;1.1;7.2;88.35887673;55.32162939;14.4167588
135;1.4;7.2;88.00770356;55.36574227;14.12473131
136;0.6;7.2;88.19804373;55.40874666;10.1612694
137;-0.5;7.2;88.83618451;55.36791964;10.00752234
138;-1.8;7.2;89.47432529;55.27481857;7.98442381
139;-1.1;7.2;90.02885839;55.18171749;9.307025317
140;-0.9;7.2;90.07277745;55.11426858;8.070805367
141;-1.1;7.2;90.46200599;55.35258434;10.14883427
142;-1.7;7.2;91.32056921;55.67989416;8.830542482
143;-1.7;7.2;92.17933278;56.00720399;10.77153611
144;-1.9;7.2;93.03809636;56.33451382;6.697913745
145;-1.9;7;93.91705328;56.66182365;8.692092095
146;-1.9;7;95.10734419;56.98913348;8.203934358
147;-1.7;7;95.90327761;57.3164433;7.56255752
148;-2.1;7;95.50129597;57.61196577;9.991581198
149;-2.3;7;95.30712251;57.52954273;9.323528436
150;-1.7;7;95.27385554;57.33729814;8.966005237
151;-1.5;7;95.24058856;57.14505356;9.249407079
152;-0.6;7;95.30191338;56.95280897;10.8578803
153;-0.4;7;96.93446331;56.76056438;8.842554653
154;-0.1;7;96.84354407;56.56831979;10.08321528
155;0.7;7;96.34731943;56.3760752;11.68783865
156;1.4;7;95.85092363;56.18743104;11.34033349
157;1.7;7;95.15911692;56.02888236;14.05961138
158;1.6;7;93.25521766;55.87709422;15.07449352
159;-0.1;7;92.97136908;55.72530607;9.093357446
160;0.4;7;93.99891808;55.57351792;12.9038678
161;0.2;7;93.22698758;55.42172977;13.20702513
162;0.1;7;92.77153189;55.26994162;10.677721
163;0.7;7;92.37228641;55.11815348;13.13468994
164;0.4;7;92.17199075;54.99462386;10.99749975
165;0.8;7;92.35127826;55.08840576;12.8682429
166;0.7;7;92.81350181;55.22773536;12.66690725
167;0.7;7;93.27572536;55.36706496;10.5440365
168;0.6;7;93.7379489;55.50639455;13.39613302
169;0.8;6.5;94.20017245;55.64572415;13.88098929
170;0.9;6.5;94.92642757;55.78505374;11.56258441
171;0;6.5;95.69309634;55.92438334;10.35112395
172;-0.5;6.5;94.68628971;56.0109722;11.43839822
173;-0.1;6.5;94.78619409;55.87037571;9.560378922
174;0.6;6.5;94.88609847;55.70369535;11.2609922
175;0.8;6.5;94.98600284;55.53701498;11.30063699
176;0.3;6.5;94.77617894;55.37033462;10.72378679
177;0.2;6.5;93.56696799;55.20365426;12.89429311
178;0.3;6.5;92.28176555;55.0369739;9.707264217
179;0;6.5;91.20080634;54.87029354;10.76167678
180;0.1;6.5;90.81255031;54.74731065;10.23726198
181;0.3;6.5;91.1454342;54.79423476;12.82438189
182;0.3;6.5;91.61594786;54.85820355;11.94100474
183;0.4;6.5;92.08646152;54.92217234;10.62050273
184;0;6.5;91.96164905;54.98614113;12.31139071
185;-0.4;6.5;91.92707562;55.05010992;12.09796842
186;-0.1;6.5;92.05180451;55.11407871;10.50239211
187;-0.7;6.5;92.16960648;55.1780475;8.666082282
188;-1.7;6.5;91.91443382;55.29263498;6.968993143
189;-2.2;6.5;91.44670048;55.5678007;8.069576933
190;-1.9;6.5;91.01103311;55.85484442;10.48181631
191;-1.5;6.5;90.97119164;56.14188815;7.442882398
192;-1.5;6.5;92.14952272;56.42893188;10.79860233
193;-1.4;6.1;93.47868459;56.7159756;10.63175929
194;-0.7;6.1;94.80784646;57.00301933;11.22301759
195;-0.5;6.1;96.13700833;57.29006305;10.73759387
196;-0.3;6.1;95.81756682;57.36479932;11.68929078
197;0.4;6.1;94.04796726;56.96645694;12.74022922
198;0.5;6.1;94.35385526;56.55068286;12.40067531
199;0.2;6.1;94.62416051;56.13490879;12.14771925
200;0.5;6.1;93.91013407;55.71913471;12.01459656
201;0.6;6.1;92.75084514;55.30336063;13.57407008
202;1.1;6.1;91.5915562;54.88758655;13.76042803
203;1.9;6.1;90.43226727;54.47181247;13.16844007
204;3;6.1;89.27297833;54.12571458;13.80930656
205;3;6.1;88.1136894;53.88784827;14.9083661
206;2.1;6.1;86.95440046;53.65123043;13.11398486
207;1.2;6.1;86.07757256;53.41461259;11.30532302
208;0.7;6.1;85.92611746;53.17799474;13.61168433
209;1.2;6.1;85.81120236;52.9413769;11.53764566
210;1.6;6.1;85.69628726;52.70475905;12.67114875
211;1.3;6.1;86.4629452;52.46814121;10.89453343
212;1;6.1;92.05582371;52.59277034;11.36328828
213;1.5;6.1;93.1146807;53.14861905;12.54875827
214;1.8;6.1;94.93712936;53.70529495;13.1839628
215;1.7;6.1;92.20647168;54.26197084;11.33494729
216;1.8;6.1;92.16780537;54.81864674;12.46702486
217;1.7;6.1;92.44631259;55.37532264;14.92426923
218;1.8;6.1;93.75780038;55.83895781;14.67009544
219;1.8;6.1;95.19916461;55.86947947;14.77229476
220;1.5;6.1;96.27084637;55.84529704;12.42843716
221;1.7;6.1;96.9127249;55.82111462;12.30719636
222;1.7;6.1;97.55400446;55.7969322;13.44024671
223;1.7;6.1;97.97896927;55.77274978;13.50756472
224;1.6;6.1;94.41968645;55.74729813;12.1783744
225;1.8;6.1;89.40281435;55.57721033;14.16398598
226;2;6.1;87.22619704;55.30850667;12.59808264
227;2.1;6.1;88.81843928;55.03980301;14.08351271
228;2.4;6.1;89.59027297;54.77109936;14.49575887
229;2.7;6.1;90.28473945;54.53964471;14.95536178
230;3.4;6.1;90.66490094;54.40277913;16.43708663
231;3.4;6.1;90.51883284;54.27057057;13.68463347
232;3.1;6.1;90.36973269;54.13836201;15.14581733
233;3;6.1;90.20190264;54.00615345;13.80713711
234;3;6.1;90.02098308;53.87394489;14.49629195
235;2.8;6.1;89.84006353;53.74173632;14.07572891
236;2.5;6.1;89.65914397;53.60952776;14.86738128
237;2.5;6.1;89.47822441;53.54844141;15.779952
238;2.4;6.1;89.29730485;53.65663262;12.31732496
239;2.2;6.1;89.11638529;53.77208413;13.70923673
240;1.9;6.1;89.10959075;53.88753565;14.00526845
241;2.1;6;89.87644067;54.00298717;15.7107773
242;1.6;6;90.73562314;54.11843868;12.77985802
243;1.3;6;91.64055966;54.2338902;12.17064667
244;1;6;92.60295838;54.35353959;10.58596603
245;0.7;6;93.56553859;54.53518091;13.13066179
246;0;6;93.79084558;54.72127964;12.41099583
247;-1;6;92.55947153;54.7418627;10.766423
248;-1.4;6;91.28887735;54.71899835;11.01451687
249;-1.5;6;90.44255354;54.696134;9.275165033
250;-1.5;6;91.22947484;54.67326965;11.11635629
251;-1.5;6;90.67975944;54.6504053;8.121154296
252;-1.4;6;90.68894049;54.62754095;10.23308093
253;-1;6;91.0503442;54.57860742;11.22735026
254;-1.3;6;91.34462135;54.39684608;8.366501593
255;-1.4;6;91.43265098;54.19646155;11.30502677
256;-1.9;6;91.44590268;53.99607702;8.161615341
257;-2;6;91.0703273;53.79569249;8.542133119
258;-1.9;6;90.62523541;53.59530796;7.861541605
259;-2;6;90.18164011;53.39492343;9.270277
260;-2.2;6;90.15577027;53.19453889;9.231192186
261;-2.1;6;90.47108246;53.09573802;7.687759356
262;-2.2;6;91.10838814;53.50656967;6.789620994
263;-2.1;6;91.88223542;53.98762005;8.726035739
264;-2;6;92.6560827;54.46867043;8.426448135
265;-1.7;5.7;93.42992998;54.91396213;10.62832397
266;-1.9;5.7;93.96159137;55.1304902;9.466193107
267;-1.6;5.7;93.80263636;55.30642004;9.0906443
268;-1.4;5.7;93.74899499;55.46044653;9.024846376
269;-1.3;5.7;93.70291553;55.38490945;9.122267245
270;-1;5.7;93.370041;55.24816798;8.598532941
271;-1;5.7;93.39491679;55.1114265;11.08571126
272;-0.8;5.7;94.24282442;54.97468502;10.79195172
273;-0.4;5.7;95.1824862;54.87914391;10.70697419
274;-0.1;5.7;96.30669476;55.01575947;10.41146486
275;0.7;5.7;98.31570304;55.18866407;13.93775833
276;2.1;5.7;98.21561091;55.36156867;14.22918778
277;2.7;5.7;98.72174674;55.53447327;14.78048231
278;3;5.7;95.61551946;55.70737787;15.86504868
279;2.9;5.7;94.97185195;55.84694821;14.4657279
280;2.5;5.7;94.89656588;55.69685171;15.8083128
281;2.1;5.7;94.82127981;55.5162437;13.82791564
282;1.8;5.7;94.74599374;55.41264884;13.80832069
283;1.8;5.7;94.4049152;55.31151172;12.04309935
284;1.9;5.7;93.08302305;55.2103746;11.87849112
285;1.9;5.7;91.75635094;55.10923748;13.63867648
286;2;5.7;91.66885391;55.0344482;13.83560514
287;2;5.7;91.98539885;55.22208887;15.1501074
288;2;5.7;92.79518378;55.47718245;13.51375147
289;1.7;5.4;95.26186773;55.73227602;13.51671708
290;0.8;5.4;97.86282212;55.9873696;12.05646197
291;0.5;5.4;100.0744451;56.24246317;10.12611428
292;0.4;5.4;100.8589159;56.49755675;10.03383363
293;0.5;5.4;101.207576;56.75265032;13.2004085
294;0.4;5.4;100.2988041;56.96742367;10.11906251
295;0.4;5.4;99.25301966;56.83976055;12.2531098
296;0.9;5.4;98.29684307;56.63418117;11.94121716
297;1.5;5.4;97.53512912;56.42860179;13.54208145
298;2.3;5.4;97.82698021;56.22302241;14.8118365
299;3.2;5.4;97.77645867;56.01744303;14.05021091
300;3.8;5.4;97.72128838;55.81256711;16.70232841
301;4.4;5.4;97.32912952;55.64929903;15.47393223
302;5;5.4;96.46246724;55.51038049;16.1536583
303;5.3;5.4;95.27379951;55.37146196;19.44995032
304;5.4;5.4;94.60897741;55.23254342;18.92347833
305;4.5;5.4;93.96829932;55.0938593;17.49633647
306;3.9;5.4;93.32762122;54.95777723;14.70753204
307;3;5.4;92.68694312;54.82241718;15.02636097
308;2.3;5.4;92.05923235;54.68705713;12.63245498
309;1.6;5.4;91.80673945;54.55169708;11.37972941
310;1.7;5.4;91.74914336;54.45200431;12.46078996
311;2.4;5.4;92.55559345;54.61010238;12.46004389
312;1.6;5.4;93.80771737;54.81939631;13.65861097
313;1.4;5.2;95.0598413;55.02869023;11.71083305
314;1.6;5.2;96.47543709;55.23798416;12.194529
315;1.6;5.2;95.67291848;55.44727808;13.78766356
316;0.4;5.2;95.7324138;55.61619423;11.87114045
317;0.5;5.2;96.29343892;55.52225431;9.846391217
318;0.2;5.2;96.82594627;55.38483915;10.22219355
319;-0.5;5.2;96.83943577;55.32387333;8.620021724
320;-0.4;5.2;96.65950327;55.29228617;11.56284768
321;0.6;5.2;96.60762976;55.28154866;11.45808476
322;0.8;5.2;97.70538154;55.3146975;10.84802435
323;0.4;5.2;98.10127765;55.34924931;10.66060069
324;0.6;5.2;98.07142571;55.38380112;11.95062594
325;0.9;5.2;96.56889673;55.41835292;14.06665935
326;1.2;5.2;95.87372846;55.45290473;12.40759624
327;1.2;5.2;93.32395335;55.48745653;12.28593358
328;1.1;5.2;92.4375621;55.52200834;12.10173206
329;1.2;5.2;92.07670781;55.43495822;14.34667748
330;1.2;5.2;91.63471302;55.15552586;13.32011988
331;1.3;5.2;91.16800765;54.87369046;11.86739618
332;1.6;5.2;90.82622682;54.59185505;11.40284464
333;1.9;5.2;92.45936374;54.36096573;13.53073237
334;2.1;5.2;92.93412771;54.52357929;14.99018171
335;2.4;5.2;92.98370581;54.76897802;12.9356937
336;2.5;5.2;93.52802561;55.01437675;12.58121381
337;2.5;5.1;94.15315512;55.23834727;16.18707078
338;2.4;5.1;95.02365162;55.37961513;12.5785393
339;2.4;5.1;96.23236439;55.51267071;15.31310635
340;2.4;5.1;96.56079291;55.64572629;14.1775926
341;2.2;5.1;95.95207821;55.77878187;12.09999344
342;2.1;5.1;96.54043407;55.91183744;14.14063446
343;2;5.1;97.01547429;56.04489302;13.61540681
344;1.7;5.1;96.72714393;56.1779486;12.4639514
345;1.9;5.1;96.31978694;56.23957406;12.48921778
346;2.3;5.1;96.02498861;56.08515879;14.19586484
347;2.6;5.1;96.2847704;55.91598905;14.34212599
348;2.9;5.1;98.37541663;55.74977581;16.33323741
349;3;5.1;98.68612325;55.66399929;16.23406061
350;2.8;5.1;97.19591746;55.61435852;13.01706912
351;2.8;5.1;94.77925305;55.56471776;12.67990493
352;2.5;5.1;92.55519031;55.51507699;12.93524364
353;2.1;5.1;90.36268022;55.44120735;12.13341184
354;1.9;5.1;89.10707638;55.22134894;13.24356023
355;1;5.1;88.1019769;54.9770562;14.00479943
356;-0.6;5.1;88.62151824;54.73276345;10.87709519
357;-0.9;5.1;90.78422264;54.74144496;10.96726998
358;-1.2;5.1;91.79562636;55.23801762;9.759849211
359;-1.4;5.1;92.94204352;55.74683975;7.434058799
360;-1.7;5.1;94.37415905;56.24662373;9.967531737
361;-2.3;4.9;95.48938413;56.47313159;8.971352603
362;-1.8;4.9;95.42508565;56.57151793;10.0364853
363;-1.1;4.9;95.33120603;56.66990427;9.308969134
364;-1.6;4.9;95.33713365;56.7682906;10.46299554
365;-1.9;4.9;95.34345952;56.86667694;9.912964234
366;-2.2;4.9;95.34978538;56.96506328;6.596714439
367;-1.9;4.9;95.35611125;57.06344962;10.18437389
368;-1.7;4.9;95.13477009;57.1367599;8.93157525
369;-1.3;4.9;94.46689075;56.71652807;8.802212242
370;-0.5;4.9;93.91744784;56.10492485;11.69695683
371;0.3;4.9;94.3128561;55.49332164;12.14246152
372;0.6;4.9;95.26026667;54.92086843;10.60165925
373;0.6;4.9;95.38961513;54.66118402;11.58338726
374;0.7;4.9;94.72265785;54.46919506;11.08460116
375;0.6;4.9;92.57059321;54.27720609;13.43372039
376;0.7;4.9;91.21124406;54.08521712;10.15022182
377;0.6;4.9;90.67638506;53.89322816;10.21124648
378;1.2;4.9;90.54645839;53.70123919;13.3845768
379;1.5;4.9;90.82838466;53.50925022;11.62001456
380;1.7;4.9;91.11031831;53.37135482;15.01970341
381;2;4.9;91.39225196;53.56660806;11.92491347
382;2.2;4.9;91.67418561;53.81884231;13.40082755
383;2.5;4.9;91.95611927;54.07107656;13.4572036
384;2.6;4.9;92.30164544;54.32331081;13.97473759
385;2.4;4.9;93.46642097;54.57554506;13.02767961
386;2.5;4.9;94.8818467;54.82777932;12.83700201
387;2.6;4.9;96.15060479;55.07008286;12.82288323
388;3;4.9;96.67857583;55.01669004;14.21834408
389;3.6;4.9;97.10370008;54.82550027;14.78448396
390;3.7;4.9;97.52882433;54.6343105;16.11542633
391;3.8;4.9;97.95394857;54.44312073;14.19919528
392;3.7;4.9;96.69063645;54.25193096;14.41418534
393;3.4;4.9;93.82785505;54.06345601;16.81254776
394;3.3;4.9;92.30677769;53.92232982;15.96305505
395;3.5;4.9;91.51714498;53.79845968;15.73780129
396;3.9;4.9;91.00974384;53.68488455;15.23472661
397;4;4.9;90.79455147;53.64910904;14.75819405
398;4;4.9;91.27002724;53.62939779;14.52517854
399;4;4.9;89.89324301;53.60968654;17.87320889
400;3.6;4.9;88.76720942;53.5899753;15.31169138
401;2.6;4.9;92.6625449;53.57026405;12.46058424
402;2.5;4.9;94.47945227;53.5505528;15.4376675
403;1.7;4.9;95.18650405;53.53084155;11.85212639
404;1.3;4.9;94.08357572;53.52799598;11.42232976
405;0.4;4.9;94.16765372;53.62079845;9.925731166
406;0.1;4.9;94.11039035;53.72865232;12.06834722
407;0;4.9;93.57717316;53.8365062;10.71025371
408;-0.4;4.9;92.58420617;53.94436008;8.857143511
409;-0.1;5;91.3717281;54.05221396;12.94331211
410;0.1;5;90.63149051;54.16006783;12.13125823
411;0.3;5;90.2766477;54.26792171;10.06948633
412;0.6;5;89.92180489;54.31139474;11.09244126
413;0.5;5;89.56696209;54.0279059;10.1779188
414;0.9;5;89.21211928;53.73598916;10.67734063
415;0.9;5;88.85727647;53.77936601;13.21294655
416;0.7;5;88.51440024;53.90261646;10.8990662
417;0.7;5;88.29387786;54.0258669;13.14423976
418;0.3;5;88.33950861;54.14911735;9.930043995
419;0.5;5;89.47908646;54.27236779;13.28894606
420;1.2;5;89.83893985;54.39500961;11.92046497
421;2;5;90.16690144;54.3527585;12.81126008
422;2.3;5;90.18259681;54.18164682;12.63314066
423;2.5;5;90.76252197;54.01053514;15.31235524
424;2.7;5;90.46391889;53.83942346;13.96261124
425;2.5;5;90.11544715;53.66831177;13.08986539
426;2.2;5;89.74114788;53.49720009;13.71627665
427;2.4;5;89.3345689;53.32608841;15.66859997
428;2.4;5;88.92789221;53.15601271;14.70822507
429;2.4;5;88.52121552;53.21976857;14.7454352
430;2.4;5;88.19858565;53.46193863;14.03154413
431;2.5;5;89.02475811;53.7041087;14.40289036
432;2.6;5;90.2120927;53.94627877;16.32524333
433;2.4;5;91.12092804;54.18844884;12.51363822
434;2.5;5;91.71586226;54.43061891;14.11058792
435;2.4;5;92.02321891;54.67278898;14.55201373
436;1.8;5;91.81095302;54.82777674;14.05879979
437;1;5;91.68963415;54.68010068;11.38547122
438;0.4;5;90.96983702;54.50663012;10.29782946
439;0.8;5;90.53478118;54.456317;10.50526582
440;0.6;5;93.13403734;54.55862889;12.70141516
441;0.1;5;93.84784449;54.65729163;12.06995036
442;0.7;5;94.74884587;54.68379455;12.0377021
443;1.1;5;93.97945371;54.68379455;12.11578212
444;1.6;5;93.95967284;54.68379455;15.04136316
445;3;5;94.10792888;54.68379455;16.54031572
446;3.9;5;92.63368709;54.68379455;17.27548004
447;3;5;92.17781113;54.68379455;14.2081441
448;1.6;5;91.39153425;54.68379455;14.27383751
449;1.2;5;90.88558331;54.65449432;12.12173339
450;1.7;5;90.60863261;54.55869933;14.89456064
451;2;5;89.47703162;54.46034543;14.59418492
452;2.1;5;88.3355335;54.36199153;14.45672739
453;2.3;5;88.6820511;54.26363764;12.67410902
454;1.8;5;90.4628147;54.16528374;13.90909192
455;0.9;5;90.90162131;54.16069781;11.11546876
456;1.3;5;91.18026652;54.34183373;12.07941923
457;2.1;5;91.45815296;54.52800522;15.27882749
458;2.3;5;91.63385242;54.71417671;11.98971563
459;2.6;5;91.73766561;54.90034819;12.53967273
460;1.7;5;91.81474655;55.08651968;14.69928852
461;1.4;5;91.43218926;55.27269117;11.30231099
462;1.2;5;90.88338449;55.41380753;10.99076756
463;1.4;5;90.33538767;55.24284071;13.08772726
464;0.4;5;90.3215907;55.01482092;11.38156179
465;-0.1;5;90.45631462;54.83932442;10.79711497
466;-0.7;5;90.15244655;54.68445109;8.327943605
467;0.2;5;91.01768967;54.52957777;12.84334471
468;0.7;5;91.16569294;54.37470444;12.19653581
469;0.5;5;91.3136962;54.25998667;12.07338064
470;1.2;5;91.46133005;54.25392045;10.67755176
471;0.7;5;91.59563427;54.25392045;10.89909684
472;-0.7;5;89.84202218;54.25392045;10.94357312
473;-0.2;5;89.23081671;54.25392045;11.60448245
474;-0.5;5;93.60334419;54.25392045;11.16896673
475;-0.7;5;92.65245288;54.25392045;10.12020001
476;-1.2;5;91.62382959;54.25392045;9.836586102
477;-1.2;5;92.26618252;54.32145119;9.698828434
478;-1.4;5;93.46399005;54.54496449;7.341969996
479;-1.8;5;94.05109845;54.77473105;6.961337086
480;-2.5;5;94.45660172;55.00449762;7.304234827
481;-2.6;5.1;94.86210498;55.23426419;8.233405454
482;-3.5;5.1;95.85586414;55.46403076;6.534228554
483;-3.5;5.1;97.94460627;55.69379732;8.629019539
484;-4;5.1;98.98652649;55.92356389;7.25690687
485;-4.4;5.1;98.25212842;56.16201516;3.816418428
486;-4.3;5.1;97.81955697;56.34680332;6.661067928
487;-4;5.1;96.68250548;55.89713986;5.420038885
488;-4.2;5.1;95.64828805;55.30062565;5.631128489
489;-3.7;5.1;94.79890547;54.70411144;5.502020512
490;-2.3;5.1;93.6917616;54.11025997;8.062638544
491;-1.5;5.1;94.00403389;53.89766565;9.981825925
492;-0.6;5.1;94.18140233;53.9561912;9.667493743
493;0;5.1;94.16611598;54.01471676;12.89436802
494;0;5.1;94.15082964;54.07324231;9.33612453
495;0.2;5.1;94.12908818;54.13176787;9.961850538
496;-0.3;5.1;93.71875273;54.19029342;12.47038966
497;-0.9;5.1;92.87761662;54.25343029;8.018113797
498;-1.5;5.1;92.90490116;54.35674106;8.481503028
499;-1;5.1;93.95273212;54.46938002;8.111794776
500;-0.2;5.1;93.50398065;54.58201899;12.40516852
501;0.2;5.1;92.28751743;54.69465796;10.13296585
502;0.3;5.1;93.16287696;54.80729692;12.10456404
503;0.2;5.1;94.00969988;54.91993589;11.09829207
504;0.4;5.1;94.85516112;55.03257486;10.63065901
