Time [h];Ambient Temperature Memprechtshofen 2022 [°C];Daily water temperature of Rhine River at Iffezheim 2022 [°C];FWN-NEU: Vorlauftemperatur [°C];FWN-NEU: Rücklauftemperatur [°C];Heat Demand in [MWh]
6566;9.8;15;87.6030325;58.98253555;24.71461874
6567;10.9;15;86.26063038;58.98253555;23.82546747
6568;11.4;15;85.76577206;59.02220619;26.81677448
6569;11.4;15;84.25060511;59.23814315;26.68822995
6570;11.2;15;85.69690405;59.57106978;23.54228812
6571;11.5;15;87.6525757;59.90150206;25.24547014
6572;11.3;15;87.39546561;59.85688807;27.2116427
6573;10.9;15;87.66511523;59.75743645;24.94140362
6574;10.7;15;86.72349017;59.65798483;26.04656323
6575;10.4;15;85.61996245;59.56753417;25.53751368
6576;10.4;15;85.98632062;59.74995679;25.89609477
6577;10.4;14.5;86.39599466;60.06044517;24.35679764
6578;10.2;14.5;86.69670731;60.37093354;23.01221231
6579;10.3;14.5;86.90286464;60.68142192;23.79731236
6580;10.5;14.5;87.10902198;60.99109371;25.49951727
6581;9.7;14.5;87.31517931;60.93057892;24.63289675
6582;9.4;14.5;87.87812534;60.56393704;24.09179205
6583;9.6;14.5;87.82689232;60.19729516;22.36632763
6584;11.3;14.5;86.00153733;59.83065328;23.4362262
6585;13.2;14.5;85.1321448;59.46938396;26.47688209
6586;14.5;14.5;85.74583635;59.42268023;27.65916233
6587;14;14.5;85.33481618;59.55955036;27.97917234
6588;13.5;14.5;83.3371926;59.65125656;26.48441677
6589;13.8;14.5;82.91320056;58.9888859;30.20699836
6590;14.5;14.5;83.49981029;58.25382675;30.93178078
6591;14.6;14.5;83.53461144;58.29100375;29.03547539
6592;13.6;14.5;86.75200126;58.40718343;29.79187157
6593;13.4;14.5;87.34985756;58.5233631;29.67764829
6594;12.1;14.5;87.66104106;58.63954278;26.91212384
6595;10.4;14.5;88.28437472;58.75572245;24.79783041
6596;9.3;14.5;88.55390886;58.97206029;21.44813661
6597;10.2;14.5;86.75364062;59.33788012;23.64854002
6598;9.9;14.5;86.76581945;59.70513124;23.75295814
6599;10.2;14.5;86.59736391;60.07238235;25.40818453
6600;10.2;14.5;86.90563813;60.43963347;24.43957836
6601;10.3;14.9;86.70994885;60.80688459;24.63340723
6602;10.1;14.9;87.08260318;61.17413571;23.21024477
6603;10.2;14.9;88.17146599;61.54138683;24.15258184
6604;10;14.9;87.26786224;61.5514792;22.36558389
6605;9.7;14.9;87.30960529;61.06398651;23.55137265
6606;9.6;14.9;87.60993527;60.94065075;23.65512315
6607;9.5;14.9;87.24945516;61.07746934;22.98899746
6608;9.9;14.9;86.33410482;60.68611987;23.67319891
6609;10.4;14.9;84.21552594;60.27450997;25.90873838
6610;11.1;14.9;82.51368703;59.86290007;25.07327934
6611;12;14.9;80.83657678;59.45129017;27.49725975
6612;12.9;14.9;79.39447712;59.03968027;26.86195868
6613;12.9;14.9;80.24823749;58.62807037;25.99774952
6614;13.6;14.9;84.20223589;58.43873002;26.61466779
6615;14.3;14.9;84.62139501;59.00900326;30.33074428
6616;13.3;14.9;85.65460211;59.6424884;26.00580948
6617;13.3;14.9;86.76125756;60.27597354;26.14481216
6618;12.3;14.9;86.48857047;60.90907153;27.95765153
6619;11.4;14.9;86.65570033;60.91585894;25.05074788
6620;10.9;14.9;87.06244139;60.3559701;23.29336923
6621;11.1;14.9;87.49386073;59.79608126;24.28028972
6622;11.2;14.9;85.7898043;59.40344106;25.07592648
6623;11.1;14.9;84.4501979;59.53867737;24.48358753
6624;11.1;14.9;86.94871764;59.71263693;26.3838288
6625;10.8;15.2;85.64264744;59.8865965;25.62299903
6626;10.8;15.2;84.45245514;60.06055606;23.38621238
6627;10.4;15.2;85.39833679;60.23451562;25.89464278
6628;10.1;15.2;85.67733127;60.40847519;22.62435075
6629;9.9;15.2;86.57279364;60.58243475;24.87585039
6630;9.4;15.2;85.06580736;60.33255181;23.91434746
6631;9.3;15.2;83.69606434;59.25942284;22.3643754
6632;9.8;15.2;82.98367488;58.89486595;22.48987887
6633;11.4;15.2;86.23585187;58.93980711;25.04568158
6634;12.3;15.2;84.35116197;58.98474828;28.06718223
6635;13.6;15.2;84.83984446;59.16994781;28.6592224
6636;14.7;15.2;84.96490189;59.79098205;31.15831233
6637;15.5;15.2;86.33742671;60.44317225;30.95770373
6638;16.2;15.2;88.69109349;61.09536244;31.98701627
6639;16.3;15.2;86.501893;61.74755264;28.22795538
6640;15.9;15.2;84.60560917;62.24090042;29.40272521
6641;15.1;15.2;87.10967455;62.28370046;29.0129581
6642;12;15.2;88.54478328;62.29902858;25.72062273
6643;11.2;15.2;86.79259131;62.3143567;25.98142696
6644;10.5;15.2;87.73256202;62.32968482;25.16722661
6645;11.4;15.2;88.57748487;62.08714914;24.90985634
6646;10.7;15.2;87.87669839;60.88434643;26.50973546
6647;10.1;15.2;86.51790384;60.66799974;25.00767535
6648;10.5;15.2;85.3286085;60.81939019;22.7611875
6649;10.2;15.4;85.62155312;60.97078065;24.948117
6650;10.2;15.4;86.53786643;61.1221711;22.74812103
6651;10.1;15.4;86.58363934;61.27356156;23.22542701
6652;9.6;15.4;86.81563008;61.42495201;23.60993397
6653;8.4;15.4;89.11855476;61.57525193;22.87331726
6654;8.1;15.4;89.80448061;61.52968912;21.14531563
6655;8.5;15.4;89.64978843;61.33957566;21.42184417
6656;10.6;15.4;88.77533633;61.14946221;26.19577465
6657;13.5;15.4;86.09133063;60.91419753;28.66668911
6658;15.5;15.4;84.3116733;60.21860009;30.12815398
6659;17.3;15.4;85.82696893;60.04505934;28.06221277
6660;18.1;15.4;86.47385919;60.67157782;31.292942
6661;18.3;15.4;87.38147449;61.30044338;30.53517763
6662;18.4;15.4;85.35680322;61.92930894;29.66805383
6663;18.8;15.4;83.78907895;62.5581745;30.03529659
6664;18;15.4;85.93182187;63.18704006;31.13027231
6665;17.7;15.4;86.57548535;63.81590562;29.29450888
6666;16.3;15.4;86.84166663;64.44477118;31.92385139
6667;16.1;15.4;86.53753748;64.56372591;31.59649181
6668;16.1;15.4;87.35869684;64.14943843;30.94437785
6669;16.1;15.4;87.43046544;63.73508462;28.0712486
6670;15.9;15.4;86.80127508;62.5590331;31.03909388
6671;16.1;15.4;85.72410493;61.57186606;31.83247659
6672;15.5;15.4;84.39531123;62.36650939;30.81468281
6673;15.5;15.7;84.65714626;63.09461622;31.39402715
6674;14.8;15.7;84.37268974;63.07171486;28.33446164
6675;14.9;15.7;84.63767168;62.89001251;29.2629857
6676;14.7;15.7;86.10541062;62.70831017;29.96094545
6677;15;15.7;87.24660988;62.52660782;29.02270742
6678;15.7;15.7;87.3660583;62.34490548;30.71715718
6679;15.1;15.7;86.58123606;62.09933608;28.32354028
6680;12.5;15.7;86.16264377;61.61887164;26.739989
6681;12.9;15.7;86.13774539;61.15497248;26.69805387
6682;13.6;15.7;86.91619612;61.09204885;28.61243099
6683;15.9;15.7;85.91062807;61.1358306;30.37463858
6684;15.2;15.7;86.5816354;61.17961234;29.22667459
6685;16.4;15.7;83.99744651;61.22339409;31.2692567
6686;16.3;15.7;86.3703384;61.26727861;28.05650718
6687;16;15.7;86.57863684;61.59900972;30.38686219
6688;15.9;15.7;86.41972478;62.197538;28.08225595
6689;14.9;15.7;86.25278784;62.79338548;30.34783701
6690;11;15.7;86.36786725;62.91630544;25.20093861
6691;9.7;15.7;87.61076508;62.51979739;21.5283233
6692;9.1;15.7;86.55281147;62.03256085;22.45881216
6693;9.2;15.7;85.93917975;61.84535316;23.07384913
6694;9.3;15.7;85.24529818;62.04333107;21.8494055
6695;8.2;15.7;84.43410806;62.24276827;23.28291514
6696;7.7;15.7;83.5547019;62.44220547;19.52960475
6697;6.8;15.7;82.74116845;62.64164267;18.42089453
6698;6.6;15.7;82.67754836;62.79326945;20.87143156
6699;6.7;15.7;84.63466381;62.85896541;18.84836901
6700;6;15.7;85.60042693;62.92293034;20.06770495
6701;6.1;15.7;85.30986438;62.98689528;17.14781411
6702;5.8;15.7;87.050046;63.05086021;16.91346039
6703;6.5;15.7;87.26435859;62.78051533;17.40226576
6704;8.4;15.7;87.64058214;62.10838474;23.34445601
6705;11.8;15.7;87.89136677;61.45626106;24.37377802
6706;13.9;15.7;87.16498354;61.36746839;30.46080242
6707;15.2;15.7;86.17588248;61.57955055;31.35070923
6708;16.4;15.7;86.87028094;62.03007436;29.22594581
6709;16.8;15.7;87.54275694;62.51272556;29.3107987
6710;16.8;15.7;87.62190482;62.99537677;28.74863596
6711;17.1;15.7;86.23421917;63.49769677;29.50799241
6712;17;15.7;87.64903581;64.11671503;29.07656866
6713;14.8;15.7;85.46111251;64.75496554;28.90730556
6714;12;15.7;85.61365369;65.32443966;25.5449399
6715;12;15.7;86.41212346;64.47142196;28.17809502
6716;12.7;15.7;86.0790905;63.66212177;27.73435591
6717;12.6;15.7;85.678737;63.21914417;28.78471364
6718;12.2;15.7;84.48599165;62.77616657;25.07663765
6719;11.7;15.7;83.75145564;62.33318897;25.90547532
6720;11.6;15.7;84.03026519;62.1253542;24.77795705
6721;12;15.9;86.52659274;62.37479042;27.67255983
6722;12.6;15.9;86.33028609;62.6359891;25.42753458
6723;11.7;15.9;85.20663331;62.89718778;27.76532801
6724;12.2;15.9;87.20749161;63.15838646;24.83969189
6725;12.6;15.9;87.38088357;63.41958514;26.55883711
6726;12.8;15.9;88.33580528;63.62471847;26.57100494
6727;12.9;15.9;87.76387924;63.65760647;27.95565388
6728;12.6;15.9;87.45328206;63.4845625;28.07399043
6729;13.4;15.9;87.19446932;62.91823722;26.18909057
6730;13.8;15.9;86.73442306;62.3405129;27.91291698
6731;14.4;15.9;85.99044184;61.85997187;28.32959948
6732;15.3;15.9;85.5140251;62.50371889;29.16827654
6733;15.5;15.9;84.99741607;63.42739008;28.26861418
6734;13.8;15.9;84.87101536;63.65906272;27.71073617
6735;12.9;15.9;85.0419232;63.64256963;26.0628586
6736;12.7;15.9;85.21283104;63.55701923;27.9332446
6737;12.5;15.9;85.30106552;63.37762325;25.45232901
6738;11.6;15.9;84.89290074;63.19769478;26.72769317
6739;11;15.9;85.84956473;63.01776631;23.59648505
6740;9.5;15.9;85.56364009;62.83783784;23.92344459
6741;8.6;15.9;85.49006574;62.65790937;21.52026655
6742;8;15.9;85.32279039;62.55773262;21.86874742
6743;6.3;15.9;84.36981954;62.76209495;20.84793324
6744;5.8;15.9;84.55053776;62.99625395;18.12960799
6745;5.9;15.9;84.61597373;63.22675156;16.66389624
6746;5.5;15.9;84.46064322;63.12876208;16.83826974
6747;5.5;15.9;84.41545134;62.81767686;18.07933568
6748;5.6;15.9;85.73087067;62.50659164;19.57017048
6749;5.2;15.9;86.35564992;62.19550642;17.37813879
6750;4.8;15.9;86.69158187;61.8844212;15.95946525
6751;5;15.9;86.17040645;61.57333598;18.8696642
6752;5.8;15.9;85.88848382;61.26406976;19.81874122
6753;9;15.9;87.02835036;61.27332295;21.24536752
6754;11.5;15.9;87.42710109;61.51672553;25.36902186
6755;12.4;15.9;86.35203072;61.76012812;25.99147744
6756;14.1;15.9;85.9767366;62.0035307;29.66103829
6757;14.5;15.9;86.42256208;62.24693328;28.20618435
6758;15.6;15.9;86.79854236;62.49033587;31.63545646
6759;15.6;15.9;85.90728367;62.7138314;28.7832832
6760;15.1;15.9;86.66668346;62.89889725;28.47121287
6761;13.3;15.9;85.93779672;62.96043862;29.81738272
6762;11;15.9;87.58714983;62.6626721;24.38458247
6763;9.8;15.9;87.65936623;62.34165914;23.82941539
6764;9.5;15.9;87.79614384;62.02126624;21.88447858
6765;9.2;15.9;86.58428299;62.04103042;21.90985097
6766;8.6;15.9;85.15662917;62.27096093;21.69991289
6767;7.7;15.9;83.7522378;62.06563816;19.1148119
6768;6.8;15.9;84.25637501;61.79120016;18.40070121
6769;6;16.1;84.76894494;61.81585856;18.59145331
6770;5.4;16.1;84.70199121;62.20499927;17.19483188
6771;5.2;16.1;86.28737698;62.3945092;17.50609939
6772;5.9;16.1;87.56938852;62.22918229;19.08444557
6773;6.4;16.1;88.34524988;62.05706893;17.5813295
6774;7.5;16.1;89.26538333;61.88495558;18.77309956
6775;8.3;16.1;90.14792238;61.71284223;22.96929328
6776;9.5;16.1;89.65912828;61.54072888;22.08172035
6777;11.2;16.1;86.97513499;61.43241536;25.64010833
6778;12;16.1;83.98180766;61.72747398;27.46227488
6779;13.5;16.1;83.6611157;62.09331084;29.56287886
6780;15.1;16.1;84.83399947;62.45914771;31.3604639
6781;16.4;16.1;85.03832072;62.82498457;29.59589845
6782;16.3;16.1;85.23010665;63.1915272;30.1244209
6783;17.2;16.1;85.4218927;63.56292941;29.52553185
6784;16.3;16.1;85.99466412;63.93525549;29.74069694
6785;15.8;16.1;86.94753336;64.30758157;29.107187
6786;13.8;16.1;87.84487026;64.33415997;27.01819747
6787;12.8;16.1;87.22815745;63.62987149;28.47409354
6788;12.7;16.1;86.93483048;62.78431023;28.58439926
6789;12.7;16.1;86.92630777;61.68084079;25.54904077
6790;12.4;16.1;86.91778506;61.64456123;27.19809268
6791;11.6;16.1;86.76918899;62.16367482;26.65768496
6792;11.2;16.1;85.99160334;62.46489755;27.04681582
6793;11.5;16.1;85.54904416;62.64739506;24.26180549
6794;11.8;16.1;85.86890232;62.82989256;27.57878733
6795;11.5;16.1;86.20575576;63.01239007;27.23741074
6796;10.5;16.1;85.93986249;63.19488758;22.3994533
6797;8.7;16.1;85.99432053;63.37738508;22.35863052
6798;6.9;16.1;87.06714859;63.26720226;19.45627348
6799;6.7;16.1;86.77750337;62.80976373;19.75782243
6800;8.3;16.1;86.30754543;62.38407944;21.81719686
6801;10.5;16.1;86.5913946;62.16750636;26.2094874
6802;12.1;16.1;85.18641347;61.98838428;25.53460202
6803;12.9;16.1;85.46422318;61.81750886;28.40982046
6804;12.9;16.1;86.14933898;61.89736389;26.88348715
6805;13.6;16.1;85.30520239;62.08610042;29.86352432
6806;13.9;16.1;84.80326549;62.24157844;28.28063879
6807;14.3;16.1;89.53817056;62.39391264;28.74895124
6808;13.1;16.1;94.47546442;62.5469534;29.55135059
6809;10.9;16.1;97.20076793;63.28215759;26.16661032
6810;8.1;16.1;95.66566578;64.5231976;23.01997427
6811;8;16.1;91.46645099;65.08163726;21.17053411
6812;7.9;16.1;90.43973492;64.37734853;20.49876276
6813;7.5;16.1;89.00338058;63.64513959;21.25091819
6814;7.2;16.1;88.58590368;62.91293066;21.18677797
6815;6;16.1;88.16850976;62.34056535;18.1315634
6816;5.2;16.1;87.75111584;62.39008221;15.92607909
6817;5.1;16.1;87.33372193;62.50203574;18.37183698
6818;5.1;16.1;86.91663167;62.61398926;15.54262477
6819;4.7;16.1;87.35477672;62.72594279;18.14634482
6820;4.1;16.1;88.49352278;62.83789632;15.76849964
6821;3.9;16.1;89.16217607;62.99871807;15.69206271
6822;5.8;16.1;89.11525937;63.31058055;17.30385359
6823;4.7;16.1;88.65086316;63.37747255;18.74787106
6824;5.6;16.1;88.18646695;62.94119541;20.05162378
6825;10.5;16.1;87.42766909;62.49087881;23.30861422
6826;12.7;16.1;88.35247909;62.50847174;26.16833882
6827;14.3;16.1;89.6382579;62.638268;27.68594856
6828;15;16.1;89.61780182;63.01886971;31.29851619
6829;15.9;16.1;89.22985326;63.34667916;28.14292412
6830;16.3;16.1;88.83869153;63.66082606;28.17885485
6831;16.7;16.1;88.24692682;63.97497296;30.99972543
6832;15.9;16.1;87.52411554;64.26235451;28.69986332
6833;13;16.1;86.7126839;63.83681414;28.03238399
6834;10;16.1;86.30941307;63.09382552;22.06701038
6835;9.4;16.1;85.90801616;62.35083689;24.79202707
6836;9.9;16.1;84.56219857;61.60784827;24.75492474
6837;9.3;16.1;84.9002301;60.89256018;22.08350121
6838;9.8;16.1;84.98612288;60.89629181;23.23092502
6839;9.7;16.1;84.77375582;61.21670283;21.46704397
6840;9.5;16.1;85.4548601;61.53711384;24.472161
6841;8.6;16;86.25689841;61.85752486;19.99827454
6842;7.7;16;86.92259924;62.17793587;20.7120707
6843;8.1;16;87.51252088;62.49834689;20.70016339
6844;9.6;16;88.37764992;62.81875791;24.51873749
6845;10.2;16;89.64851947;63.13421133;23.6032739
6846;9;16;92.3116238;63.37164352;23.6776125
6847;9.1;16;91.00119011;63.55947221;21.21380829
6848;10.6;16;87.49358104;63.277706;24.76175448
6849;12.7;16;85.46019243;62.91696623;27.15793691
6850;14.2;16;83.2511373;62.81331558;29.06684597
6851;14.8;16;83.59331111;62.72080207;28.50888123
6852;15.4;16;85.00029768;62.62828855;29.59115347
6853;14.8;16;84.76200984;62.53577504;29.0576869
6854;15.4;16;85.33197084;62.43235677;29.25090349
6855;15.8;16;86.03808369;62.29595383;31.33157909
6856;15.1;16;86.74419654;62.15729785;31.35281942
6857;14.5;16;87.45030938;62.01864187;30.58043044
6858;13.1;16;87.85802327;61.87998589;27.8590103
6859;12.6;16;86.89074533;61.62913784;25.57558851
6860;12.1;16;86.0549844;61.22706021;25.36748344
6861;11.7;16;86.12250953;61.24765689;26.75515843
6862;11.5;16;85.39103117;61.46464113;24.46838883
6863;11.4;16;84.84083024;61.68162536;27.43951021
6864;10.9;16;84.32118655;61.88919367;25.6583373
6865;10.4;15.9;84.43364482;62.05091397;23.68805128
6866;10.7;15.9;84.79724071;62.14137563;24.83422716
6867;11.2;15.9;85.29533496;62.21760277;23.26447803
6868;11.3;15.9;86.37267554;62.2938299;26.68269994
6869;11.1;15.9;87.60745548;62.37005704;24.34680789
6870;10.8;15.9;90.0864471;62.44628417;26.41696154
6871;11.3;15.9;91.76969613;62.52897371;23.97327201
6872;11.8;15.9;89.49344099;62.72240555;24.39953844
6873;12.3;15.9;85.5708581;62.95016829;24.67634337
6874;13.2;15.9;83.25482991;62.62148071;29.44016077
6875;14.2;15.9;83.54864471;61.92449027;27.31256794
6876;15.2;15.9;85.87671438;61.30936831;31.73103831
6877;15.4;15.9;86.53896785;61.38787801;31.10432906
6878;16.1;15.9;86.85761881;61.62390866;31.61824188
6879;15.9;15.9;86.74476026;61.85993931;29.73848977
6880;16.1;15.9;86.80118766;62.08286211;31.27706406
6881;14.4;15.9;86.88944658;62.20700338;30.43295553
6882;12.4;15.9;86.67086461;62.31079682;26.79410382
6883;12;15.9;86.99149807;62.32838456;24.70773321
6884;13;15.9;87.97546867;62.17394318;26.11713444
6885;13.3;15.9;87.19587539;62.13096191;27.19356557
6886;13.5;15.9;86.4162821;62.56232049;29.0718223
6887;12.8;15.9;85.60892891;62.4484624;25.33660422
6888;13.2;15.9;84.60420376;61.87966883;27.37696549
6889;13.2;16;84.7870037;61.59935323;28.43956765
6890;13.2;16;85.18786629;62.06105169;27.70964916
6891;12.9;16;85.58872888;62.56025002;28.77190743
6892;12.8;16;86.08750056;63.05944834;26.44629896
6893;12.8;16;86.95149164;63.55864667;25.71442113
6894;12.8;16;87.94836451;64.05784499;26.92464098
6895;13.2;16;89.22511476;64.05203935;27.44560075
6896;13.8;16;89.38815541;63.20977829;29.44262612
6897;14.5;16;88.77165442;62.60104015;30.95584722
6898;14.8;16;86.36710956;62.41655194;30.79768964
6899;15.5;16;84.85512975;62.23946705;30.98165185
6900;15.9;16;83.49036725;62.06238217;29.65868012
6901;16.9;16;82.09574401;62.00407364;28.69119327
6902;17;16;81.27762609;62.13159185;30.13330702
6903;16.9;16;80.55950945;62.26132219;31.49289754
6904;17.3;16;84.29144886;62.35620848;30.68687984
6905;16.7;16;84.43124531;62.39416092;30.99858739
6906;15.8;16;84.66346329;62.43130127;30.04845943
6907;15.2;16;85.34621068;62.46844163;29.26833942
6908;15.2;16;86.59872416;62.50558198;30.00530191
6909;15.7;16;89.0360143;62.54272233;29.28711507
6910;15.4;16;89.09822592;62.57986269;31.626992
6911;15.5;16;88.10703656;62.59982694;30.17137121
6912;15;16;87.1447358;62.5175886;28.04703209
6913;15.2;16.1;86.3641967;62.52818904;31.24800807
6914;15.4;16.1;85.76956756;62.68472652;29.38385474
6915;15.6;16.1;85.40903502;62.77293255;28.31615299
6916;15.1;16.1;85.28184823;62.77324352;28.28898807
6917;14.3;16.1;85.40101193;62.77324352;28.62773171
6918;14.8;16.1;85.54613267;62.77324352;28.05031702
6919;14.5;16.1;85.32348496;62.77324352;30.40282596
6920;15.6;16.1;85.04292617;62.73641104;31.89493413
6921;16.4;16.1;84.70747224;62.27223109;28.1887833
6922;18.4;16.1;83.54201288;61.68587065;29.56985212
6923;18.6;16.1;82.4255637;61.0995102;31.307496
6924;18.7;16.1;81.7955975;60.63906592;28.36553349
6925;19.4;16.1;81.33376113;60.96871963;30.41230987
6926;19.5;16.1;82.88299772;61.4359966;30.58344621
6927;20.6;16.1;86.39075908;61.90327357;29.5108973
6928;20.1;16.1;86.53178136;62.37055053;28.16857899
6929;18.5;16.1;86.97721475;62.8378275;31.45611543
6930;16.1;16.1;86.95715566;63.30510446;28.42338846
6931;14.9;16.1;87.25539769;63.77157271;31.76848389
6932;15.6;16.1;89.29692959;63.8154596;28.13396068
6933;15.4;16.1;86.61296409;63.50526194;29.00984
6934;14.8;16.1;85.3598308;63.23772784;31.32123977
6935;14.3;16.1;84.16725999;63.11612498;28.01276894
6936;14.6;16.1;85.37801413;63.00668212;28.0044928
6937;14.3;16.1;85.0866186;62.94368689;27.29326162
6938;14.4;16.1;84.73158049;62.97802543;28.69642768
6939;14.6;16.1;85.70508993;63.01543978;27.53297826
6940;15.5;16.1;86.2499047;63.05285414;30.92766744
6941;15.1;16.1;86.1118704;63.09026849;29.49223894
6942;13.6;16.1;86.02631827;63.12768284;27.74915539
6943;14.8;16.1;87.2085363;63.11103204;29.4922939
6944;14.9;16.1;87.15290027;62.80412998;31.61124722
6945;18.5;16.1;86.71384486;62.57057467;30.52224571
6946;20.1;16.1;86.31874428;62.76693258;31.88179559
6947;22;16.1;85.28438288;63.00339797;30.54085729
6948;23.1;16.1;84.98377735;63.23986336;30.10675809
6949;24.8;16.1;85.31867746;63.58106137;28.43767022
6950;25.9;16.1;86.08854664;64.26603039;29.92641858
6951;25.1;16.1;85.91158838;64.97786407;28.54759141
6952;23.7;16.1;86.88535528;65.68969776;31.46812456
6953;20.9;16.1;85.77491047;66.25748844;30.2756873
6954;18;16.1;87.28657739;65.69750928;29.84539144
6955;16.7;16.1;86.36708766;64.89752892;29.04935598
6956;14.9;16.1;85.09385121;64.09754857;27.87799316
6957;15.2;16.1;84.38885914;63.35751564;31.3290023
6958;15.6;16.1;83.83348233;63.39787948;31.33412683
6959;15.5;16.1;85.06124067;63.67857327;28.56733474
6960;14.8;16.1;86.19666325;63.95926707;30.10775759
6961;14.7;16.3;85.11035836;64.23996086;28.05055522
6962;14.2;16.3;84.57905182;64.49840044;30.39680931
6963;14.3;16.3;84.4060653;64.44671848;29.36708654
6964;13.6;16.3;84.87078716;64.29546347;28.60573865
6965;14.3;16.3;86.80536573;64.14420846;30.68380166
6966;14.3;16.3;89.02527158;63.99295344;30.95292275
6967;14;16.3;89.30467961;63.84169843;28.8733262
6968;14.2;16.3;86.43376664;63.68962664;29.22495293
6969;14.4;16.3;85.90699127;63.46903088;29.03958766
6970;15.9;16.3;84.61420095;63.20464898;29.37616797
6971;14.8;16.3;86.10851493;62.94026708;30.09082301
6972;14.5;16.3;86.16300643;62.75638018;29.49806486
6973;14.5;16.3;86.79304022;63.23653178;29.83048002
6974;14.5;16.3;85.76317722;63.83069722;31.35445662
6975;14.7;16.3;85.14807968;64.1750412;29.51195532
6976;14.5;16.3;85.7519542;64.21918368;31.32289664
6977;14.2;16.3;85.82120783;64.21918368;30.63625048
6978;13.8;16.3;85.50089776;64.21918368;29.18201297
6979;13.7;16.3;87.00618329;64.21918368;30.1453399
6980;13.6;16.3;87.82289268;64.19392706;29.09173224
6981;13.6;16.3;87.04715521;64.11625216;29.85514732
6982;12.8;16.3;84.34470945;64.03696225;27.59938868
6983;12.9;16.3;83.52452661;63.95767234;28.23655775
6984;12.1;16.3;83.55791859;63.87838243;26.59202613
6985;10.1;16.5;84.67107014;63.79909252;23.55042063
6986;8.7;16.5;84.42201213;63.79570095;24.04006428
6987;7.6;16.5;84.21227245;63.90945619;19.79455041
6988;8.3;16.5;84.58940123;64.02452471;21.22571096
6989;8.8;16.5;85.18347616;64.13959324;22.40569204
6990;8.7;16.5;86.85369444;64.25278654;20.36011006
6991;8.6;16.5;87.0705848;64.22813391;20.65627436
6992;8.3;16.5;88.12610749;64.11811877;21.23822624
6993;9.5;16.5;86.70180133;64.00810363;23.71772187
6994;9.7;16.5;86.01654946;63.89808849;21.70817297
6995;10.9;16.5;86.03696654;63.78807334;26.11517753
6996;10.8;16.5;86.52530581;63.67860038;23.02337814
6997;11;16.5;85.89474976;63.64644561;25.28468268
6998;10.8;16.5;85.85392438;63.66923487;25.43077199
6999;10.7;16.5;85.50937271;63.69202413;24.75238626
7000;10.3;16.5;85.04352798;63.69822211;24.86013993
7001;9.4;16.5;85.31883975;63.64937589;24.72604816
7002;8.6;16.5;86.05458184;63.59615493;20.90643905
7003;5.8;16.5;85.13350006;63.54293397;17.7079911
7004;5.5;16.5;84.89815077;63.47333903;17.99483609
7005;4.9;16.5;84.17568895;63.14146184;15.62837886
7006;4.5;16.5;82.73779287;63.08587923;18.18313081
7007;5.7;16.5;83.31237492;63.08666517;20.15676644
7008;5;16.5;83.95057466;63.16389966;18.37080392
7009;4.8;16.3;83.81137572;63.29160427;19.13076971
7010;5.6;16.3;83.95455915;63.41930889;18.44007381
7011;5.1;16.3;85.58573321;63.54701351;17.34707684
7012;4.5;16.3;87.793783;63.67471812;14.87278391
7013;4.1;16.3;89.15933877;63.80242274;16.64567355
7014;3.9;16.3;89.72385919;63.9293695;14.06146937
7015;3.2;16.3;89.57716003;63.89321697;16.98018365
7016;5.2;16.3;89.49488904;63.72738707;15.83515729
7017;8.4;16.3;88.2739722;63.53712273;21.48528607
7018;9.1;16.3;86.59107742;63.50892117;21.75967471
7019;13;16.3;85.09467078;63.65618897;28.71943007
7020;14.3;16.3;85.15929922;63.80350092;28.56689549
7021;15.1;16.3;85.4809849;63.93723664;29.34161185
7022;14.6;16.3;85.37290332;63.81118329;28.3614298
7023;14.9;16.3;85.59074009;63.58580356;28.33448805
7024;13.7;16.3;86.12564374;63.36042384;28.65570909
7025;10.6;16.3;87.02370464;63.13504412;23.21747458
7026;9;16.3;86.97091089;62.90966439;20.99214126
7027;8.7;16.3;86.64945304;62.68428467;23.88806258
7028;9.4;16.3;87.07295898;62.46452528;24.07073082
7029;9.7;16.3;85.75049025;62.27748889;21.95635645
7030;10.1;16.3;85.02351661;62.1005968;21.95719744
7031;10.2;16.3;85.53980258;62.22188807;22.90419167
7032;10.6;16.3;86.88434694;62.51949465;23.6791185
7033;10.7;16.3;86.0655363;62.81710122;23.55366835
7034;10.2;16.3;85.35591286;63.1147078;25.33584678
7035;10.2;16.3;85.13548812;63.41231438;23.57178933
7036;10;16.3;85.86391136;63.70992095;22.89473711
7037;10.3;16.3;85.12601469;64.00752753;24.43819978
7038;10.2;16.3;81.86284283;63.99836983;24.99549619
7039;10.2;16.3;82.14376794;63.33192589;23.78663686
7040;9.9;16.3;85.56632809;62.64349172;22.86014614
7041;11.1;16.3;85.47625044;62.14999549;26.11784282
7042;13.6;16.3;86.19540753;62.08655022;30.18646734
7043;14.4;16.3;85.82040612;62.03857271;30.24910165
7044;15.2;16.3;85.78243483;61.99059519;31.83102231
7045;16.5;16.3;85.76271271;61.94261767;29.43055106
7046;14.9;16.3;85.76857724;62.12937064;30.42707787
7047;14.5;16.3;86.10599904;62.66503428;30.11751677
7048;13;16.3;86.95424761;62.94041267;28.82673947
7049;11.7;16.3;87.94972807;63.02495167;27.39898637
7050;11.8;16.3;86.40918058;63.09454271;27.45946385
7051;13.2;16.3;85.97884838;62.6606458;25.96291301
